Cmdline: /data/local/tmp/simpleperf record -o /data/local/tmp/perf.data -e instructions -f 1000 --duration 210 --call-graph fp --app com.google.android.youtube
Arch: arm64
Event: instructions (type 0, config 1)
Samples: 7820
Event count: 4741863116

Overhead  Symbol
0.08%     libopusV2JNI.so[+169a8]
0.08%     libopusV2JNI.so[+16ddc]
0.08%     libopusV2JNI.so[+117a8]
0.08%     libopusV2JNI.so[+15054]
0.08%     libopusV2JNI.so[+16bdc]
0.08%     libopusV2JNI.so[+15ca0]
0.08%     libopusV2JNI.so[+17168]
0.08%     libopusV2JNI.so[+145bc]
0.08%     libopusV2JNI.so[+11db4]
0.08%     libopusV2JNI.so[+11588]
0.08%     libopusV2JNI.so[+172bc]
0.08%     libopusV2JNI.so[+15018]
0.08%     libopusV2JNI.so[+11788]
0.07%     libopusV2JNI.so[+17020]
0.07%     libopusV2JNI.so[+1179c]
0.07%     libopusV2JNI.so[+151fc]
0.07%     libopusV2JNI.so[+15074]
0.07%     libopusV2JNI.so[+16d70]
0.07%     libopusV2JNI.so[+16e4c]
0.07%     libopusV2JNI.so[+16d9c]
0.07%     libopusV2JNI.so[+17030]
0.07%     libopusV2JNI.so[+14300]
0.07%     libopusV2JNI.so[+14fcc]
0.07%     libopusV2JNI.so[+16c38]
0.07%     libopusV2JNI.so[+16d68]
0.07%     libopusV2JNI.so[+134f8]
0.07%     libopusV2JNI.so[+1507c]
0.07%     libopusV2JNI.so[+145f8]
0.07%     libopusV2JNI.so[+15490]
0.07%     libopusV2JNI.so[+169e4]
0.07%     libopusV2JNI.so[+14b98]
0.07%     libopusV2JNI.so[+14304]
0.07%     libopusV2JNI.so[+17010]
0.07%     libopusV2JNI.so[+1527c]
0.07%     libopusV2JNI.so[+14bbc]
0.07%     libopusV2JNI.so[+16a64]
0.07%     libopusV2JNI.so[+15240]
0.07%     libopusV2JNI.so[+17120]
0.07%     libopusV2JNI.so[+13830]
0.07%     libopusV2JNI.so[+16e5c]
0.07%     libopusV2JNI.so[+16bd4]
0.07%     libopusV2JNI.so[+af68]
0.07%     libopusV2JNI.so[+e000]
0.07%     libopusV2JNI.so[+14ba4]
0.07%     libopusV2JNI.so[+1730c]
0.07%     libopusV2JNI.so[+152c4]
0.07%     libopusV2JNI.so[+16e1c]
0.07%     libopusV2JNI.so[+16d08]
0.07%     libopusV2JNI.so[+170c4]
0.07%     libopusV2JNI.so[+113e8]
0.07%     libopusV2JNI.so[+14f70]
0.07%     libopusV2JNI.so[+16e2c]
0.07%     libopusV2JNI.so[+16c50]
0.07%     libopusV2JNI.so[+1351c]
0.07%     libopusV2JNI.so[+14fe8]
0.07%     libopusV2JNI.so[+17078]
0.07%     libopusV2JNI.so[+1427c]
0.07%     libopusV2JNI.so[+16a78]
0.07%     libopusV2JNI.so[+15064]
0.07%     libopusV2JNI.so[+16d28]
0.07%     libopusV2JNI.so[+151d4]
0.07%     libopusV2JNI.so[+11768]
0.07%     libopusV2JNI.so[+16c08]
