Cmdline: /data/local/tmp/simpleperf record -o /data/local/tmp/perf.data -e instructions -f 1000 --duration 210 --call-graph fp --app com.google.android.youtube
Arch: arm64
Event: instructions (type 0, config 1)
Samples: 5163
Event count: 2558029736

Overhead  Symbol
0.13%     art::gc::collector::ConcurrentCopying::CopyingPhase()
0.13%     art::interpreter::MterpHandleIntrinsic(art::ShadowFrame*, art::ArtMethod*, art::Instruction const*, unsigned short, art::JValue*)
0.13%     bool art::mirror::ObjectArray<art::mirror::Object>::CheckAssignable<(art::VerifyObjectFlags)0>(art::ObjPtr<art::mirror::Object>)
0.12%     mterp_op_return_void_no_barrier
0.12%     mterp_op_invoke_interface
0.12%     art::StackVisitor::StackVisitor(art::Thread*, art::Context*, art::StackVisitor::StackWalkKind, bool)
0.12%     MterpNewArray
0.12%     mterp_op_monitor_enter
0.12%     void art::Monitor::Lock<(art::LockReason)1>(art::Thread*)
0.11%     art::gc::Heap::IsMovableObject(art::ObjPtr<art::mirror::Object>) const
0.11%     art_quick_lock_object_no_inline
0.11%     art::JNI<false>::GetStringUTFChars(_JNIEnv*, _jstring*, unsigned char*)
0.11%     MterpProfileActive
0.11%     artLockObjectFromCode
0.11%     MterpInvokeVirtualQuickRange
0.11%     void* art::jit::JitMemoryRegion::TranslateAddress<void>(void*, art::MemMap const&, art::MemMap const&)
0.10%     art::ClassLinker::ResolveFieldJLS(unsigned int, art::Handle<art::mirror::DexCache>, art::Handle<art::mirror::ClassLoader>)
0.10%     MterpInstanceOf
0.10%     art_quick_read_barrier_mark_introspection
0.10%     art::gc::collector::ConcurrentCopying::IsNullOrMarkedHeapReference(art::mirror::HeapReference<art::mirror::Object>*, bool)
0.10%     art::CumulativeLogger::AddPair(std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char> > const&, unsigned long)
0.10%     MterpIGetObj
0.10%     art::JNI<false>::NewObjectV(_JNIEnv*, _jclass*, _jmethodID*, std::__va_list)
0.10%     art::ProfilingInfo::AddInvokeInfo(unsigned int, art::mirror::Class*)
0.10%     art::ClassLinker::LookupClass(art::Thread*, char const*, unsigned long, art::ObjPtr<art::mirror::ClassLoader>)
0.10%     art::IndirectReferenceTable::Remove(art::IRTSegmentState, void*)
0.10%     art::JNI<false>::FindClass(_JNIEnv*, char const*)
0.10%     mterp_op_move_wide
0.10%     mterp_op_const_string
