Cmdline: /data/local/tmp/simpleperf record -o /data/local/tmp/perf.data -e instructions -f 1000 --duration 210 --call-graph fp --app com.google.android.youtube
Arch: arm64
Event: instructions (type 0, config 1)
Samples: 3600
Event count: 1113889669

Overhead  Symbol
0.05%     mterp_op_long_to_int
0.05%     art::mirror::String::ToCharArray(art::Handle<art::mirror::String>, art::Thread*)
0.05%     bool art::mirror::Class::ResolvedFieldAccessTest<true>(art::ObjPtr<art::mirror::Class>, art::ArtField*, art::ObjPtr<art::mirror::DexCache>, unsigned int)
0.04%     art::Monitor::Wait(art::Thread*, long, int, bool, art::ThreadState)
0.04%     art::interpreter::ArtInterpreterToInterpreterBridge(art::Thread*, art::CodeItemDataAccessor const&, art::ShadowFrame*, art::JValue*)
0.04%     mterp_op_aget_object
0.04%     art::JNI<false>::NewObjectArray(_JNIEnv*, int, _jclass*, _jobject*)
0.04%     art::ClassLinker::FindResolvedMethod(art::ObjPtr<art::mirror::Class>, art::ObjPtr<art::mirror::DexCache>, art::ObjPtr<art::mirror::ClassLoader>, unsigned int)
0.04%     art::JNI<false>::GetIntArrayElements(_JNIEnv*, _jintArray*, unsigned char*)
0.04%     MterpIPutU8
0.04%     art::ClassLinker::FillIMTFromIfTable(art::ObjPtr<art::mirror::IfTable>, art::ArtMethod*, art::ArtMethod*, art::ObjPtr<art::mirror::Class>, bool, bool, bool*, art::ArtMethod**)
0.04%     mterp_op_move_result_wide
0.04%     mterp_op_iput_object_quick
0.04%     art::Monitor::DoNotify(art::Thread*, art::ObjPtr<art::mirror::Object>, bool)
0.04%     mterp_op_cmp_long
0.04%     art::gc::space::RegionSpace::Contains(art::mirror::Object const*) const
0.04%     mterp_op_iget_object
0.04%     mterp_op_iput_wide_quick
0.04%     art::mirror::Class::FindField(art::Thread*, art::ObjPtr<art::mirror::Class>, std::__1::basic_string_view<char, std::__1::char_traits<char> >, std::__1::basic_string_view<char, std::__1::char_traits<char> >)
0.04%     art::jit::Jit::PrepareForOsr(art::ArtMethod*, unsigned int, unsigned int*)
0.04%     mterp_op_invoke_interface
0.03%     art::JNI<false>::GetStringLength(_JNIEnv*, _jstring*)
0.03%     art::ArtMethod* art::ClassLinker::ResolveMethod<(art::ClassLinker::ResolveMode)1>(art::Thread*, unsigned int, art::ArtMethod*, art::InvokeType)
0.03%     art::mirror::Object* art::gc::Heap::AllocObjectWithAllocator<true, true, art::mirror::SetLengthToUsableSizeVisitor>(art::Thread*, art::ObjPtr<art::mirror::Class>, unsigned long, art::gc::AllocatorType, art::mirror::SetLengthToUsableSizeVisitor const&)
0.03%     mterp_op_aget
0.03%     mterp_op_return_void_no_barrier
0.03%     mterp_op_div_long_2addr
0.03%     art::JNI<false>::SetIntField(_JNIEnv*, _jobject*, _jfieldID*, int)
0.03%     art::Thread::GetFlipFunction()
0.03%     art::JNI<false>::NewDirectByteBuffer(_JNIEnv*, void*, long)
0.03%     MterpProfileActive
0.03%     art::JNI<false>::NewString(_JNIEnv*, unsigned short const*, int)
0.03%     art::JNI<false>::IsInstanceOf(_JNIEnv*, _jobject*, _jclass*)
0.03%     mterp_op_if_eq
0.03%     art::mirror::Class::IsInSamePackage(art::ObjPtr<art::mirror::Class>)
0.03%     mterp_op_if_ne
0.03%     art::jit::JitCompileTask::JitCompileTask(art::ArtMethod*, art::jit::JitCompileTask::TaskKind)
0.03%     mterp_op_move_wide
0.03%     mterp_op_move_from16
0.02%     mterp_op_goto
0.02%     artAllocObjectFromCodeResolvedRegionTLAB
0.02%     mterp_op_iput_boolean_quick
0.02%     art::Unsafe_park(_JNIEnv*, _jobject*, unsigned char, long)
0.02%     art::RuntimeCallbacks::ThreadParkFinished(bool)
0.02%     mterp_op_array_length
0.02%     art::Runtime::IsActiveTransaction() const
0.02%     mterp_op_instance_of
0.02%     MterpSGetU32
0.02%     mterp_op_if_nez
